1				-3.93426				            
2				-3.93426				            
3				-3.93425				            
4				-3.93418				            
5				-3.93412				            
6				-3.93407				            
7				-3.93407				            
8				-3.93404				            
9				-3.92948				            
10				-3.92946				            
11				-3.92934				            
12				-3.92934				            
13				-3.92875				            
14				-3.92875				            
15				-3.92874				            
16				-3.92865				            
17				-2.1078					            
18				-2.1074					            
19				-2.1074					            
20				-2.10682				            
21				-2.10452				            
22				-2.10426				            
23				-2.10413				            
24				-2.10413				            
25				-2.10342				            
26				-2.10338				            
27				-2.10338				            
28				-2.10321				            
29				-2.10321				            
30				-2.10228				            
31				-2.10215				            
32				-2.10215				            
33				-2.10175				            
34				-2.10108				            
35				-2.10069				            
36				-2.10069				            
37				-2.10022				            
38				-2.10008				            
39				-2.09978				            
40				-2.09972				            
41				-2.09972				            
42				-2.09925				            
43				-2.09861				            
44				-2.09861				            
45				-2.09844				            
46				-2.09802				            
47				-2.09802				            
48				-2.09797				            
49				-2.09779				            
50				-2.09779				            
51				-2.09779				            
52				-2.09769				            
53				-2.0958					            
54				-2.09579				            
55				-2.09563				            
56				-2.09563				            
57				-2.09429				            
58				-2.09428				            
59				-2.09375				            
60				-2.09375				            
61				-2.08962				            
62				-2.08962				            
63				-2.08961				            
64				-2.0896					            
65				-0.30351				            
66				-0.27474				            
67				-0.27474				            
68				-0.27355				            
69				-0.25585				            
70				-0.25467				            
71				-0.25467				            
72				-0.25373				            
73				-0.25239				            
74				-0.24993				            
75				-0.24993				            
76				-0.24966				            
77				-0.24864				            
78				-0.24342				            
79				-0.24047				            
80				-0.24047				            
81				-0.23742				            
82				-0.2339					            
83				-0.2339					            
84				-0.23039				            
85				-0.22887				            
86				-0.22835				            
87				-0.22472				            
88				-0.22345				            
89				-0.22345				            
90				-0.22052				            
91				-0.21671				            
92				-0.21445				            
93				-0.21294				            
94				-0.21294				            
95				-0.21183				            
96				-0.21034				            
97				-0.21034				            
98				-0.20973				            
99				-0.19833				            
100				-0.19833				            
101				-0.19734				            
102				-0.19317				            
103				-0.1909					            
104				-0.19037				            
105				-0.1893					            
106				-0.1893					            
107				-0.17822				            
108				-0.17705				            
109				-0.17436				            
110				-0.17436				            
111				-0.17227				            
112				-0.17227				            
113				-0.17209				            
114				-0.17141				            
115				-0.16807				            
116				-0.16109				            
117				-0.16074				            
118				-0.15938				            
119				-0.15938				            
120				-0.15743				            
121				-0.15713				            
122				-0.15713				            
123				-0.15496				            
124				-0.15361				            
125				-0.15361				            
126				-0.15331				            
127				-0.15331				            
128				-0.15106				            
129				-0.15093				            
130				-0.14843				            
131				-0.14635				            
132				-0.14635				            
133				-0.14452				            
134				-0.14446				            
135				-0.14437				            
136				-0.14354				            
137				-0.14354				            
138				-0.14231				            
139				-0.14091				            
140				-0.14085				            
141				-0.14085				            
142				-0.13987				            
143				-0.13842				            
144				-0.13842				            
145				-0.13153				            
146				-0.12938				            
147				-0.1272					            
148				-0.1272					            
149				-0.11143				            
150				-0.11073				            
151				-0.09868				            
152				-0.09868				            
1				-3.93378	
2				-3.93378	
3				-3.93377	
4				-3.93371	
5				-3.93365	
6				-3.9336		
7				-3.9336		
8				-3.93357	
9				-3.92943	
10				-3.9294		
11				-3.92929	
12				-3.92929	
13				-3.92793	
14				-3.92793	
15				-3.92792	
16				-3.92783	
17				-2.1075		
18				-2.10704	
19				-2.10704	
20				-2.10641	
21				-2.10432	
22				-2.10341	
23				-2.10341	
24				-2.10341	
25				-2.10301	
26				-2.10289	
27				-2.10289	
28				-2.10281	
29				-2.10275	
30				-2.10204	
31				-2.10152	
32				-2.10152	
33				-2.10122	
34				-2.10079	
35				-2.09992	
36				-2.09992	
37				-2.09949	
38				-2.09941	
39				-2.09907	
40				-2.09907	
41				-2.09893	
42				-2.09832	
43				-2.09805	
44				-2.09805	
45				-2.09748	
46				-2.09744	
47				-2.09744	
48				-2.09721	
49				-2.09717	
50				-2.09717	
51				-2.09709	
52				-2.09703	
53				-2.09573	
54				-2.0957		
55				-2.0953		
56				-2.0953		
57				-2.09411	
58				-2.09409	
59				-2.09371	
60				-2.09371	
61				-2.08926	
62				-2.08926	
63				-2.08924	
64				-2.08924	
65				-0.30234	
66				-0.27343	
67				-0.27343	
68				-0.27262	
69				-0.25487	
70				-0.25393	
71				-0.25393	
72				-0.25304	
73				-0.25093	
74				-0.24895	
75				-0.24895	
76				-0.24879	
77				-0.2478		
78				-0.24284	
79				-0.23943	
80				-0.23943	
81				-0.2369		
82				-0.23303	
83				-0.23303	
84				-0.22976	
85				-0.2285		
86				-0.22754	
87				-0.2238		
88				-0.22293	
89				-0.22293	
90				-0.21966	
91				-0.21598	
92				-0.21315	
93				-0.21178	
94				-0.21178	
95				-0.21103	
96				-0.20985	
97				-0.20985	
98				-0.20905	
99				-0.19695	
100				-0.19695	
101				-0.1965		
102				-0.19239	
103				-0.19061	
104				-0.18973	
105				-0.1886		
106				-0.1886		
107				-0.17725	
108				-0.17606	
109				-0.17367	
110				-0.17367	
111				-0.17163	
112				-0.17163	
113				-0.17154	
114				-0.17077	
115				-0.16723	
116				-0.16035	
117				-0.15972	
118				-0.15861	
119				-0.15861	
120				-0.15665	
121				-0.15623	
122				-0.15623	
123				-0.15394	
124				-0.15297	
125				-0.15297	
126				-0.15239	
127				-0.15239	
128				-0.15049	
129				-0.15001	
130				-0.147		
131				-0.14551	
132				-0.14551	
133				-0.14377	
134				-0.14375	
135				-0.14315	
136				-0.1429		
137				-0.1429		
138				-0.14123	
139				-0.14015	
140				-0.13988	
141				-0.13988	
142				-0.13917	
143				-0.1378		
144				-0.1378		
145				-0.13114	
146				-0.12901	
147				-0.12578	
148				-0.12578	
149				-0.11091	
150				-0.10881	
151				-0.09807	
152				-0.09807	
